法規名稱,維護單位,法規分類,最後修訂(民國),最後修訂(西元),存放路徑,原始檔名,來源網址,別名,狀態
輔英科技大學兼任教師聘任待遇服務規則,人事室,總務及環安衛法規(#D),114.6.18,2025-06-18,01_行政單位/09_人事室/輔英科技大學兼任教師聘任待遇服務規則_law06002.pdf,law06002.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06002.pdf,,已存在
輔英科技大學教師資格審查及升等審查辦法,人事室,總務及環安衛法規(#D),115.8.25,2026-08-25,01_行政單位/09_人事室/輔英科技大學教師資格審查及升等審查辦法_law06003.pdf,law06003.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06003.pdf,,已存在
輔英科技大學專任教師進修要點,人事室,總務及環安衛法規(#D),115.6.11,2026-06-11,01_行政單位/09_人事室/輔英科技大學專任教師進修要點_law06004.pdf,law06004.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06004.pdf,,已存在
輔英科技大學選派專任教師進修獎助要點(原：選派專任教師進修獎勵要點),人事室,總務及環安衛法規(#D),114.7.15,2025-07-15,01_行政單位/09_人事室/輔英科技大學選派專任教師進修獎助要點(原：選派專任教師進修獎勵要點)_law06005.pdf,law06005.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06005.pdf,,已存在
輔英科技大學教師年功俸審查辦法,人事室,總務及環安衛法規(#D),113.1.10,2024-01-10,01_行政單位/09_人事室/輔英科技大學教師年功俸審查辦法_law06006.pdf,law06006.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06006.pdf,,已存在
輔英科技大學專任教師上班要點,人事室,總務及環安衛法規(#D),97.12.31,2008-12-31,01_行政單位/09_人事室/輔英科技大學專任教師上班要點_law06007.pdf,law06007.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06007.pdf,,已存在
輔英科技大學教職員工敘薪辦法,人事室,總務及環安衛法規(#D),108.8.20,2019-08-20,01_行政單位/09_人事室/輔英科技大學教職員工敘薪辦法_law06008.pdf,law06008.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06008.pdf,,已存在
輔英科技大學教職員工請假、休假辦法(原：教職員請假、休假辦法),人事室,總務及環安衛法規(#D),115.1.14,2026-01-14,01_行政單位/09_人事室/輔英科技大學教職員工請假、休假辦法(原：教職員請假、休假辦法)_law06009.pdf,law06009.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06009.pdf,,已存在
輔英科技大學教職員工出差旅費報支要點,人事室,總務及環安衛法規(#D),114.12.31,2025-12-31,01_行政單位/09_人事室/輔英科技大學教職員工出差旅費報支要點_law06010.pdf,law06010.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06010.pdf,,已存在
輔英科技大學教職員工考核辦法,人事室,總務及環安衛法規(#D),114.1.15,2025-01-15,01_行政單位/09_人事室/輔英科技大學教職員工考核辦法_law06011.pdf,law06011.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06011.pdf,,已存在
輔英科技大學教職員工留職停薪要點,人事室,總務及環安衛法規(#D),112.5.10,2023-05-10,01_行政單位/09_人事室/輔英科技大學教職員工留職停薪要點_law06012.pdf,law06012.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06012.pdf,,已存在
輔英科技大學教職員工退休退職撫卹資遣辦法(99年1月1日起私校退撫離職資遣條例實施前適用),人事室,總務及環安衛法規(#D),98.1.16,2009-01-16,01_行政單位/09_人事室/輔英科技大學教職員工退休退職撫卹資遣辦法(99年1月1日起私校退撫離職資遣條例實施前適用)_law06013.pdf,law06013.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06013.pdf,,已存在
輔英科技大學教職員工福利補助要點,人事室,總務及環安衛法規(#D),115.6.3,2026-06-03,01_行政單位/09_人事室/輔英科技大學教職員工福利補助要點_law06014.pdf,law06014.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06014.pdf,,已存在
輔英科技大學教職員工福利互助辦法,人事室,總務及環安衛法規(#D),112.10.2,2023-10-02,01_行政單位/09_人事室/輔英科技大學教職員工福利互助辦法_law06015.pdf,law06015.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06015.pdf,,已存在
輔英科技大學職員工任用待遇服務規則,人事室,總務及環安衛法規(#D),106.10.2,2017-10-02,01_行政單位/09_人事室/輔英科技大學職員工任用待遇服務規則_law06016.pdf,law06016.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06016.pdf,,已存在
輔英科技大學職員工獎勵要點,人事室,總務及環安衛法規(#D),113.11.13,2024-11-13,01_行政單位/09_人事室/輔英科技大學職員工獎勵要點_law06017.pdf,law06017.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06017.pdf,,已存在
輔英科技大學職員工進修要點,人事室,總務及環安衛法規(#D),114.4.30,2025-04-30,01_行政單位/09_人事室/輔英科技大學職員工進修要點_law06018.pdf,law06018.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06018.pdf,,已存在
輔英科技大學職員工加班費報支要點,人事室,總務及環安衛法規(#D),114.9.3,2025-09-03,01_行政單位/09_人事室/輔英科技大學職員工加班費報支要點_law06019.pdf,law06019.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06019.pdf,,已存在
輔英科技大學專任教師校外兼課要點,人事室,總務及環安衛法規(#D),106.4.12,2017-04-12,01_行政單位/09_人事室/輔英科技大學專任教師校外兼課要點_law06020.pdf,law06020.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06020.pdf,,已存在
輔英科技大學聘任專業技術人員擔任教學要點,人事室,總務及環安衛法規(#D),97.12.31,2008-12-31,01_行政單位/09_人事室/輔英科技大學聘任專業技術人員擔任教學要點_law06021.pdf,law06021.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06021.pdf,,已存在
輔英科技大學教師合聘要點,人事室,總務及環安衛法規(#D),102.12.5,2013-12-05,01_行政單位/09_人事室/輔英科技大學教師合聘要點_law06022.pdf,law06022.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06022.pdf,,已存在
輔英科技大學職員工研習經費支用要點,人事室,總務及環安衛法規(#D),103.10.1,2014-10-01,01_行政單位/09_人事室/輔英科技大學職員工研習經費支用要點_law06023.pdf,law06023.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06023.pdf,,已存在
輔英科技大學專任教師評鑑辦法,人事室,總務及環安衛法規(#D),114.10.22,2025-10-22,01_行政單位/09_人事室/輔英科技大學專任教師評鑑辦法_law06024.pdf,law06024.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06024.pdf,,已存在
輔英科技大學專任教師職責準則(原：專任教師職責規定),人事室,總務及環安衛法規(#D),105.6.22,2016-06-22,01_行政單位/09_人事室/輔英科技大學專任教師職責準則(原：專任教師職責規定)_law06025.pdf,law06025.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06025.pdf,,已存在
輔英科技大學教師在職進修學位補助要點,人事室,總務及環安衛法規(#D),115.6.11,2026-06-11,01_行政單位/09_人事室/輔英科技大學教師在職進修學位補助要點_law06026.pdf,law06026.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06026.pdf,,已存在
輔英科技大學專案教師聘任規則(原：專案教師進用規則),人事室,總務及環安衛法規(#D),112.1.11,2023-01-11,01_行政單位/09_人事室/輔英科技大學專案教師聘任規則(原：專案教師進用規則)_law06027.pdf,law06027.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06027.pdf,,已存在
輔英科技大學校教師評審委員會選任委員選舉要點,人事室,總務及環安衛法規(#D),111.11.3,2022-11-03,01_行政單位/09_人事室/輔英科技大學校教師評審委員會選任委員選舉要點_law06028.pdf,law06028.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06028.pdf,,已存在
輔英科技大學研究人員聘任辦法,人事室,總務及環安衛法規(#D),98.1.16,2009-01-16,01_行政單位/09_人事室/輔英科技大學研究人員聘任辦法_law06029.pdf,law06029.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06029.pdf,,已存在
輔英科技大學教師評鑑委員會設置辦法,人事室,總務及環安衛法規(#D),115.1.14,2026-01-14,01_行政單位/09_人事室/輔英科技大學教師評鑑委員會設置辦法_law06033.pdf,law06033.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06033.pdf,,已存在
輔英科技大學協同教學業界專家遴聘要點(原：合作教學業界專家遴聘要點),人事室,總務及環安衛法規(#D),106.2.22,2017-02-22,01_行政單位/09_人事室/輔英科技大學協同教學業界專家遴聘要點(原：合作教學業界專家遴聘要點)_law06034.pdf,law06034.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06034.pdf,,已存在
輔英科技大學附設機構合聘專任教師管理規則(原：附設機構合聘教師管理規則),人事室,總務及環安衛法規(#D),114.1.15,2025-01-15,01_行政單位/09_人事室/輔英科技大學附設機構合聘專任教師管理規則(原：附設機構合聘教師管理規則)_law06035.pdf,law06035.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06035.pdf,,已存在
輔英科技大學特殊優秀人才彈性薪資實施辦法,人事室,總務及環安衛法規(#D),113.11.13,2024-11-13,01_行政單位/09_人事室/輔英科技大學特殊優秀人才彈性薪資實施辦法_law06037.pdf,law06037.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06037.pdf,,已存在
財團法人輔英科技大學勞工退休準備金監督委員會設置要點,人事室,總務及環安衛法規(#D),106.2.22,2017-02-22,01_行政單位/09_人事室/財團法人輔英科技大學勞工退休準備金監督委員會設置要點_law06038.pdf,law06038.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06038.pdf,,已存在
輔英科技大學專任教師校外兼職辦法(原：專任教師校外兼職處理要點),人事室,總務及環安衛法規(#D),104.1.21,2015-01-21,01_行政單位/09_人事室/輔英科技大學專任教師校外兼職辦法(原：專任教師校外兼職處理要點)_law08206.pdf,law08206.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08206.pdf,,已存在
輔英科技大學教師違反教師倫理案件處理辦法(原：教師違反送審教師資格規定及學術倫理案件處理辦法),人事室,總務及環安衛法規(#D),114.6.18,2025-06-18,01_行政單位/09_人事室/輔英科技大學教師違反教師倫理案件處理辦法(原：教師違反送審教師資格規定及學術倫理案件處理辦法)_law06040.pdf,law06040.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06040.pdf,,已存在
輔英科技大學榮譽教授敦聘辦法,人事室,總務及環安衛法規(#D),101.6.25,2012-06-25,01_行政單位/09_人事室/輔英科技大學榮譽教授敦聘辦法_law06042.pdf,law06042.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06042.pdf,,已存在
輔英科技大學專任教授休假研究辦法,人事室,總務及環安衛法規(#D),104.12.11,2015-12-11,01_行政單位/09_人事室/輔英科技大學專任教授休假研究辦法_law06043.pdf,law06043.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06043.pdf,,已存在
輔英科技大學實習機構教師聘任要點,人事室,總務及環安衛法規(#D),102.1.2,2013-01-02,01_行政單位/09_人事室/輔英科技大學實習機構教師聘任要點_law06044.pdf,law06044.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06044.pdf,,已存在
輔英科技大學校長選聘及解聘辦法,董事會,總務及環安衛法規(#D),110.10.29,2021-10-29,01_行政單位/01_董事會/輔英科技大學校長選聘及解聘辦法_law04059.pdf,law04059.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04059.pdf,,已存在
輔英科技大學教職員工工作場所性騷擾防治措施、申訴及懲戒辦法(原：輔英科技大學教職員工性侵害、性騷擾及性霸凌防治措施、申訴及懲戒辦法),人事室,總務及環安衛法規(#D),114.10.22,2025-10-22,01_行政單位/09_人事室/輔英科技大學教職員工工作場所性騷擾防治措施、申訴及懲戒辦法(原：輔英科技大學教職員工性侵害、性騷擾及性霸凌防治措施、申訴及懲戒辦法)_law06045.pdf,law06045.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06045.pdf,,已存在
輔英科技大學專任教師輔導安置辦法,人事室,總務及環安衛法規(#D),105.10.5,2016-10-05,01_行政單位/09_人事室/輔英科技大學專任教師輔導安置辦法_law06046.pdf,law06046.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06046.pdf,,已存在
輔英科技大學約用助理人員進用及管理作業要點,人事室,總務及環安衛法規(#D),115.3.18,2026-03-18,01_行政單位/09_人事室/輔英科技大學約用助理人員進用及管理作業要點_law06049.pdf,law06049.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06049.pdf,,已存在
輔英科技大學學生兼任助理學習與勞動權益保障處理要點,人事室,總務及環安衛法規(#D),107.12.26,2018-12-26,01_行政單位/09_人事室/輔英科技大學學生兼任助理學習與勞動權益保障處理要點_law06050.pdf,law06050.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06050.pdf,,已存在
輔英科技大學進用身心障礙者及原住民族籍人員作業要點,人事室,總務及環安衛法規(#D),105.9.30,2016-09-30,01_行政單位/09_人事室/輔英科技大學進用身心障礙者及原住民族籍人員作業要點_law06051.pdf,law06051.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06051.pdf,,已存在
輔英科技大學登革熱防治獎懲要點,人事室,總務及環安衛法規(#D),104.11.4,2015-11-04,01_行政單位/09_人事室/輔英科技大學登革熱防治獎懲要點_law06053.pdf,law06053.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06053.pdf,,已存在
輔英科技大學增額提撥金辦法,人事室,總務及環安衛法規(#D),104.10.14,2015-10-14,01_行政單位/09_人事室/輔英科技大學增額提撥金辦法_law06054.pdf,law06054.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06054.pdf,,已存在
輔英科技大學增額提撥金實施細則,人事室,總務及環安衛法規(#D),112.9.6,2023-09-06,01_行政單位/09_人事室/輔英科技大學增額提撥金實施細則_law06048.pdf,law06048.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06048.pdf,,已存在
輔英科技大學推廣教育教師聘任要點,推廣教育中心,總務及環安衛法規(#D)；推廣教育法規(#R),106.5.10,2017-05-10,01_行政單位/14_推廣教育中心/輔英科技大學推廣教育教師聘任要點_law06036.pdf,law06036.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06036.pdf,,已存在
輔英科技大學名譽校長頒贈辦法,秘書室,總務及環安衛法規(#D),104.10.25,2015-10-25,01_行政單位/02_校長室與秘書處/輔英科技大學名譽校長頒贈辦法_law06052.pdf,law06052.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06052.pdf,,已存在
輔英科技大學教職員工敘薪實施辦法(原：教職員敘薪施行要點),人事室,總務及環安衛法規(#D),108.6.19,2019-06-19,01_行政單位/09_人事室/輔英科技大學教職員工敘薪實施辦法(原：教職員敘薪施行要點)_law06056.pdf,law06056.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06056.pdf,,已存在
輔英科技大學適用勞動基準法人員勞資會議設置要點,人事室,總務及環安衛法規(#D),105.6.8,2016-06-08,01_行政單位/09_人事室/輔英科技大學適用勞動基準法人員勞資會議設置要點_law06057.pdf,law06057.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06057.pdf,,已存在
輔英科技大學專任教師擔任專門教師申請考核辦法,人事室,總務及環安衛法規(#D),105.6.22,2016-06-22,01_行政單位/09_人事室/輔英科技大學專任教師擔任專門教師申請考核辦法_law06058.pdf,law06058.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06058.pdf,,已存在
輔英科技大學專業科目或技術科目教師業界實務工作經驗審查細則,人事室,總務及環安衛法規(#D),105.6.22,2016-06-22,01_行政單位/09_人事室/輔英科技大學專業科目或技術科目教師業界實務工作經驗審查細則_law06059.pdf,law06059.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06059.pdf,,已存在
輔英科技大學教師倫理守則,人事室,總務及環安衛法規(#D),106.1.11,2017-01-11,01_行政單位/09_人事室/輔英科技大學教師倫理守則_law06060.pdf,law06060.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06060.pdf,,已存在
輔英科技大學優良教師獎勵辦法,人事室,總務及環安衛法規(#D),110.6.16,2021-06-16,01_行政單位/09_人事室/輔英科技大學優良教師獎勵辦法_law03011.pdf,law03011.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law03011.pdf,,已存在
輔英科技大學『教學類.研究類.輔導類.服務類-各類優良教師評核標準』,人事室,總務及環安衛法規(#D),113.7.9,2024-07-09,01_行政單位/09_人事室/輔英科技大學『教學類.研究類.輔導類.服務類-各類優良教師評核標準』_law03011_05_1130709.pdf,law03011_05_1130709.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law03011_05_1130709.pdf,,已存在
輔英科技大學適用勞動基準法人員工作規則,人事室,總務及環安衛法規(#D),108.4.15,2019-04-15,01_行政單位/09_人事室/輔英科技大學適用勞動基準法人員工作規則_law06061.pdf,law06061.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06061.pdf,,已存在
輔英科技大學特聘教授聘任辦法,人事室,總務及環安衛法規(#D),114.1.15,2025-01-15,01_行政單位/09_人事室/輔英科技大學特聘教授聘任辦法_law06062.pdf,law06062.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06062.pdf,,已存在
輔英科技大學教職員工年終獎金核發辦法,人事室,總務及環安衛法規(#D),113.10.30,2024-10-30,01_行政單位/09_人事室/輔英科技大學教職員工年終獎金核發辦法_law06063.pdf,law06063.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06063.pdf,,已存在
輔英科技大學顧問聘任要點,人事室,總務及環安衛法規(#D),110.1.6,2021-01-06,01_行政單位/09_人事室/輔英科技大學顧問聘任要點_law06065.pdf,law06065.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06065.pdf,,已存在
輔英科技大學教師借調處理辦法,人事室,總務及環安衛法規(#D),111.6.15,2022-06-15,01_行政單位/09_人事室/輔英科技大學教師借調處理辦法_law06066.pdf,law06066.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06066.pdf,,已存在
輔英科技大學教師資格審查認可作業推動小組設置要點,人事室,總務及環安衛法規(#D),113.11.13,2024-11-13,01_行政單位/09_人事室/輔英科技大學教師資格審查認可作業推動小組設置要點_law06067.pdf,law06067.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06067.pdf,,已存在
輔英科技大學經費動支、支出憑證核銷及請款作業要點,會計室,會計法規(#F),115.2.25,2026-02-25,01_行政單位/10_會計室/輔英科技大學經費動支、支出憑證核銷及請款作業要點_law07001.pdf,law07001.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law07001.pdf,,已存在
輔英科技大學膳食費報支要點(原：誤餐費及膳食費報支要點),會計室,會計法規(#F),112.4.12,2023-04-12,01_行政單位/10_會計室/輔英科技大學膳食費報支要點(原：誤餐費及膳食費報支要點)_law07002.pdf,law07002.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law07002.pdf,,已存在
輔英科技大學預付款項請撥與核銷作業要點,會計室,會計法規(#F),111.10.5,2022-10-05,01_行政單位/10_會計室/輔英科技大學預付款項請撥與核銷作業要點_law07003.pdf,law07003.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law07003.pdf,,已存在
輔英科技大學執行計畫彈性支用額度作業要點,會計室,會計法規(#F),111.10.5,2022-10-05,01_行政單位/10_會計室/輔英科技大學執行計畫彈性支用額度作業要點_law07004.pdf,law07004.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law07004.pdf,,已存在
輔英科技大學研究發展會議設置要點,研究暨產學發展處,研究暨產學發展法規(#G),109.11.11,2020-11-11,01_行政單位/06_研發與永續發展處/輔英科技大學研究發展會議設置要點_law08101.pdf,law08101.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08101.pdf,,已存在
輔英科技大學教師學術及專業研發成果獎勵要點(原：教師學術成果獎勵要點),研究暨產學發展處,研究暨產學發展法規(#G),108.10.31,2019-10-31,01_行政單位/06_研發與永續發展處/輔英科技大學教師學術及專業研發成果獎勵要點(原：教師學術成果獎勵要點)_law08102.pdf,law08102.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08102.pdf,,已存在
輔英科技大學補助教師發展特色研發計畫要點(原：補助教師執行專題研究計畫要點),研究暨產學發展處,研究暨產學發展法規(#G),113.7.9,2024-07-09,01_行政單位/06_研發與永續發展處/輔英科技大學補助教師發展特色研發計畫要點(原：補助教師執行專題研究計畫要點)_law08104.pdf,law08104.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08104.pdf,,已存在
輔英科技大學專任教師爭取參與校外研究、教學計畫獎勵要點(原：鼓勵教師爭取校外研究計畫獎勵要點),研究暨產學發展處,研究暨產學發展法規(#G),113.12.25,2024-12-25,01_行政單位/06_研發與永續發展處/輔英科技大學專任教師爭取參與校外研究、教學計畫獎勵要點(原：鼓勵教師爭取校外研究計畫獎勵要點)_law08105.pdf,law08105.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08105.pdf,,已存在
輔英科技大學研究人員評鑑要點,研究暨產學發展處,研究暨產學發展法規(#G),98.4.8,2009-04-08,01_行政單位/06_研發與永續發展處/輔英科技大學研究人員評鑑要點_law08108.pdf,law08108.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08108.pdf,,已存在
輔英科技大學研究人員評鑑要點(研究人員評鑑要點附件),研究暨產學發展處,研究暨產學發展法規(#G),,,01_行政單位/06_研發與永續發展處/輔英科技大學研究人員評鑑要點(研究人員評鑑要點附件)_law08108att.pdf,law08108att.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08108att.pdf,,已存在
輔英科技大學獎勵學術單位執行產學及研究計畫要點,研究暨產學發展處,研究暨產學發展法規(#G),115.6.3,2026-06-03,01_行政單位/06_研發與永續發展處/輔英科技大學獎勵學術單位執行產學及研究計畫要點_law08110.pdf,law08110.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08110.pdf,,已存在
輔英科技大學執行國家科學及技術委員會補助大專校院研究獎勵實施要點(原：執行科技部獎勵特殊優秀人才實施細則、執行國科會獎勵特殊優秀人才實施細則),研究暨產學發展處,研究暨產學發展法規(#G),114.9.3,2025-09-03,01_行政單位/06_研發與永續發展處/輔英科技大學執行國家科學及技術委員會補助大專校院研究獎勵實施要點(原：執行科技部獎勵特殊優秀人才實施細則、執行國科會獎勵特殊優秀人才實施細則_law08112.pdf,law08112.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08112.pdf,,已存在
輔英科技大學推動教師研發社群實施要點,研究暨產學發展處,研究暨產學發展法規(#G),111.9.29,2022-09-29,01_行政單位/06_研發與永續發展處/輔英科技大學推動教師研發社群實施要點_law08114.pdf,law08114.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08114.pdf,,已存在
輔英科技大學學術誠信與研究倫理實施要點(原：輔英科技大學學術研究倫理實施要點),研究暨產學發展處,研究暨產學發展法規(#G),113.4.3,2024-04-03,01_行政單位/06_研發與永續發展處/輔英科技大學學術誠信與研究倫理實施要點(原：輔英科技大學學術研究倫理實施要點)_law08117.pdf,law08117.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08117.pdf,,已存在
輔英科技大學師生參與專業競賽補助要點(原：師生參與研發競賽補助要點),研究暨產學發展處,研究暨產學發展法規(#G),115.1.7,2026-01-07,01_行政單位/06_研發與永續發展處/輔英科技大學師生參與專業競賽補助要點(原：師生參與研發競賽補助要點)_law08119.pdf,law08119.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08119.pdf,,已存在
輔英科技大學產學合作實施辦法,研究暨產學發展處,研究暨產學發展法規(#G),113.6.19,2024-06-19,01_行政單位/06_研發與永續發展處/輔英科技大學產學合作實施辦法_law08201.pdf,law08201.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08201.pdf,,已存在
輔英科技大學產學合作及技術移轉績優教師獎勵要點,研究暨產學發展處,研究暨產學發展法規(#G),106.4.6,2017-04-06,01_行政單位/06_研發與永續發展處/輔英科技大學產學合作及技術移轉績優教師獎勵要點_law08208.pdf,law08208.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08208.pdf,,已存在
輔英科技大學專任教師兼職收取學術回饋金要點,研究暨產學發展處,研究暨產學發展法規(#G),105.9.30,2016-09-30,01_行政單位/06_研發與永續發展處/輔英科技大學專任教師兼職收取學術回饋金要點_law08207.pdf,law08207.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08207.pdf,,已存在
輔英科技大學產官學合作備忘錄簽訂作業要點,研究暨產學發展處,研究暨產學發展法規(#G),108.11.27,2019-11-27,01_行政單位/06_研發與永續發展處/輔英科技大學產官學合作備忘錄簽訂作業要點_law08121.pdf,law08121.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08121.pdf,,已存在
輔英科技大學辦理學生專業競賽活動實施要點(原：輔英科技大學辦理專業競賽活動實施要點),研究暨產學發展處,研究暨產學發展法規(#G),114.11.10,2025-11-10,01_行政單位/06_研發與永續發展處/輔英科技大學辦理學生專業競賽活動實施要點(原：輔英科技大學辦理專業競賽活動實施要點)_Law08122.pdf,Law08122.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/Law08122.pdf,,已存在
輔英科技大學執行教育部補助大專校院協助教師轉入產業發展實施要點,研究暨產學發展處,研究暨產學發展法規(#G),105.9.30,2016-09-30,01_行政單位/06_研發與永續發展處/輔英科技大學執行教育部補助大專校院協助教師轉入產業發展實施要點_law08309.pdf,law08309.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08309.pdf,,已存在
輔英科技大學補助教師先期產學合作計畫施行要點,研究暨產學發展處,研究暨產學發展法規(#G),108.6.13,2019-06-13,01_行政單位/06_研發與永續發展處/輔英科技大學補助教師先期產學合作計畫施行要點_law08209.pdf,law08209.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08209.pdf,,已存在
輔英科技大學補助教師指導大專學生研究計畫要點,研究暨產學發展處,研究暨產學發展法規(#G),112.4.26,2023-04-26,01_行政單位/06_研發與永續發展處/輔英科技大學補助教師指導大專學生研究計畫要點_law08211.pdf,law08211.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08211.pdf,,已存在
輔英科技大學共享儀器設備管理要點,老化及疾病預防研究中心,研究暨產學發展法規(#G),105.9.30,2016-09-30,03_研究與中心機構/01_老化及疾病預防研究中心/輔英科技大學共享儀器設備管理要點_law08306.pdf,law08306.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08306.pdf,,已存在
輔英科技大學共享儀器設備管理委員會設置要點,老化及疾病預防研究中心,研究暨產學發展法規(#G),114.1.2,2025-01-02,03_研究與中心機構/01_老化及疾病預防研究中心/輔英科技大學共享儀器設備管理委員會設置要點_law08307.pdf,law08307.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08307.pdf,,已存在
輔英科技大學執行共享儀器設備管理實施細則,老化及疾病預防研究中心,研究暨產學發展法規(#G),105.9.30,2016-09-30,03_研究與中心機構/01_老化及疾病預防研究中心/輔英科技大學執行共享儀器設備管理實施細則_law08308.pdf,law08308.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08308.pdf,,已存在
輔英科技大學校級研究中心設置管理辦法(原：校級研究中心設置管理要點),研究暨產學發展處,研究暨產學發展法規(#G),105.10.5,2016-10-05,01_行政單位/06_研發與永續發展處/輔英科技大學校級研究中心設置管理辦法(原：校級研究中心設置管理要點)_law08310.pdf,law08310.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08310.pdf,,已存在
